total mass,68.63536835,,,,time,Rft_COM,,,Lft_COM,,,Rshank_COM,,,Lshank_COM,,,Rthigh_COM,,,Lthigh_COM,,,Rankle_jc,,,Lankle_jc,,,Rknee_jc,,,Lknee_jc,,,Rhip_jc,,,Lhip_jc,,,GRF_Rleg,,,GRF_Lleg,,,GRT_Rleg,,,GRT_Lleg,,,COP_Rleg,,,COP_Lleg,,,Rft_angle,,,Lft_angle,,,Rshank_angle,,,Lshank_angle,,,Rthigh_angle,,,Lthigh_angle,,
Mass of foot,0.940304546,,,,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,,,,0.0692153,24.4141,14.4646,4.47939,26.109,73.6044,3.87375,24.8654,21.926,30.4607,25.4224,68.8529,29.8267,21.2142,33.0111,68.9759,20.5556,60.7004,68.5452,21.9052,15.8849,9.87392,23.2443,71.5544,8.93512,27.2475,26.7874,47.0275,27.1752,66.679,46.6388,17.0301,37.3271,84.1966,15.965,56.5544,83.7368,-7.41276,77.2736,285.22,2.20637,-83.5433,382.034,-29.7364,-23.8937,5.65119,21.0391,-7.85845,-3.55355,32.9521,12.0825,-1.9752,26.0635,74.9613,-2.35698,-9.19234,2.68863,-101.05,7.38125,2.08607,-65.647,-16.3541,7.85564,-109.325,7.3679,5.9033,-58.3263,-15.8312,-14.8134,-89.1392,15.2651,-16.2524,-82.3876
,,,,,0.0711929,24.4174,14.4638,4.48536,26.1072,73.607,3.87223,24.8719,21.9296,30.4628,25.4258,68.8569,29.827,21.2173,33.0195,68.9747,20.5583,60.7091,68.5425,21.9096,15.8859,9.87761,23.2433,71.5553,8.93672,27.2557,26.7932,47.0282,27.1822,66.6854,46.6381,17.0297,37.3373,84.1942,15.9648,56.5646,83.7328,-7.47789,76.9608,285.117,2.29478,-83.7423,382.821,-29.7461,-23.904,5.63583,20.9724,-7.87456,-3.48131,32.9588,12.0753,-1.97512,26.0635,74.9326,-2.35689,-9.21732,2.71287,-101.041,7.39969,2.09729,-65.6556,-16.3621,7.86145,-109.347,7.36002,5.91556,-58.35,-15.8388,-14.826,-89.1322,15.261,-16.2638,-82.3538
,,,,,0.0731705,24.4193,14.4658,4.49093,26.1077,73.6047,3.87282,24.8824,21.9321,30.4685,25.427,68.8614,29.8248,21.223,33.0273,68.9754,20.5575,60.717,68.5406,21.9138,15.8838,9.88538,23.2441,71.5573,8.93467,27.2714,26.7993,47.0323,27.1836,66.6919,46.6357,17.0286,37.3463,84.1925,15.9624,56.5735,83.7312,-7.50021,76.7823,283.802,2.24949,-83.8469,383.093,-29.5912,-23.9823,5.63827,21.0737,-7.86965,-3.48151,33.0251,12.0816,-1.97486,26.0608,74.9552,-2.35697,-9.17632,2.72228,-101.037,7.36625,2.06635,-65.6467,-16.3751,7.87845,-109.354,7.35348,5.91664,-58.3315,-15.8453,-14.8511,-89.169,15.2573,-16.269,-82.3394
,,,,,0.0751481,24.421,14.468,4.4965,26.1082,73.6023,3.87346,24.8931,21.9345,30.4743,25.4281,68.8659,29.8225,21.2288,33.035,68.9762,20.5567,60.7249,68.5386,21.9179,15.8817,9.89325,23.245,71.5594,8.93254,27.2873,26.8053,47.0365,27.185,66.6984,46.6333,17.0274,37.3552,84.1909,15.9601,56.5823,83.7296,-7.51948,76.6421,282.936,2.39331,-83.9119,383.524,-29.4797,-23.9106,5.58812,20.9428,-7.79248,-3.49888,33.0255,12.0891,-1.97491,26.0383,74.9148,-2.35688,-9.13389,2.73139,-101.034,7.33167,2.03448,-65.6373,-16.3883,7.89568,-109.361,7.34698,5.91746,-58.3121,-15.8518,-14.8765,-89.2068,15.2535,-16.274,-82.3254
,,,,,0.0771257,24.422,14.4662,4.49991,26.1061,73.6065,3.87333,24.9015,21.938,30.4785,25.4281,68.8716,29.8227,21.2334,33.0424,68.9761,20.5562,60.7345,68.5385,21.9219,15.8857,9.89793,23.2419,71.5612,8.9327,27.2992,26.8084,47.0403,27.1874,66.7073,46.6335,17.0269,37.3655,84.1882,15.9577,56.5925,83.7291,-7.43233,76.237,282.241,2.59691,-83.9095,383.794,-29.3914,-23.7531,5.59903,21.034,-7.69205,-3.44908,32.9908,12.0947,-1.9751,26.0107,74.9348,-2.35699,-9.18627,2.77137,-101.039,7.3552,2.04628,-65.65,-16.3874,7.90735,-109.37,7.3364,5.92589,-58.3362,-15.8646,-14.8952,-89.2197,15.2518,-16.281,-82.3055
,,,,,0.0791032,24.423,14.4643,4.50326,26.104,73.6108,3.87319,24.9098,21.9415,30.4826,25.428,68.8773,29.8229,21.238,33.0497,68.9761,20.5558,60.7442,68.5383,21.9259,15.8898,9.90255,23.2386,71.563,8.9329,27.3109,26.8115,47.044,27.1898,66.7162,46.6337,17.0265,37.3758,84.1855,15.9553,56.6028,83.7287,-7.41042,75.9655,281.103,2.64484,-84.0798,384.671,-29.306,-23.7773,5.59561,20.945,-7.64607,-3.46652,33.0334,12.083,-1.97483,25.9942,74.8991,-2.35691,-9.2408,2.81207,-101.044,7.38007,2.05908,-65.6632,-16.3863,7.9189,-109.378,7.32572,5.93448,-58.3612,-15.8775,-14.9137,-89.232,15.2502,-16.2881,-82.2854
,,,,,0.0810808,24.4249,14.4659,4.5084,26.1023,73.6102,3.87114,24.9148,21.9443,30.4857,25.4299,68.8811,29.8222,21.2381,33.0588,68.9759,20.5556,60.7535,68.5385,21.9296,15.8876,9.90732,23.238,71.5625,8.93037,27.3171,26.8183,47.0458,27.1938,66.7233,46.6345,17.0224,37.3864,84.184,15.9521,56.6135,83.7285,-7.33839,75.6904,279.9,2.80691,-84.1457,384.59,-29.2005,-23.6743,5.5457,20.9772,-7.5103,-3.46059,33.0328,12.0758,-1.97478,25.9593,74.9087,-2.35699,-9.20388,2.822,-101.044,7.38753,2.0557,-65.665,-16.4003,7.92258,-109.376,7.31367,5.94109,-58.3652,-15.8844,-14.9286,-89.2174,15.2454,-16.2986,-82.2565
,,,,,0.0830584,24.4269,14.4676,4.51357,26.1007,73.6095,3.86904,24.9198,21.947,30.4888,25.4319,68.8848,29.8215,21.2381,33.0679,68.9757,20.5554,60.7628,68.5387,21.9333,15.8852,9.91209,23.2374,71.5619,8.92777,27.3231,26.8251,47.0475,27.1979,66.7304,46.6352,17.0182,37.3971,84.1826,15.949,56.6243,83.7283,-7.38433,75.5329,279.625,2.7641,-84.0788,385.213,-29.1234,-23.7069,5.54162,20.9991,-7.54323,-3.41575,33.0528,12.0931,-1.97481,25.9647,74.9055,-2.35697,-9.16472,2.83117,-101.044,7.39457,2.05192,-65.6666,-16.4147,7.92608,-109.373,7.30158,5.94764,-58.3688,-15.8911,-14.9435,-89.2021,15.2405,-16.3093,-82.2274
,,,,,0.085036,24.4278,14.4665,4.5152,26.0992,73.612,3.86719,24.9322,21.9462,30.4916,25.4325,68.8897,29.8207,21.246,33.0758,68.9754,20.5567,60.7727,68.5356,21.9323,15.8796,9.91366,23.2344,71.563,8.92883,27.3462,26.8282,47.0512,27.2014,66.7384,46.6331,17.0156,37.4083,84.1794,15.9487,56.6356,83.7246,-7.33775,75.3509,278.574,2.92796,-84.2732,385.721,-28.9928,-23.6386,5.52599,20.8765,-7.47572,-3.43291,33.0602,12.1007,-1.97483,25.9446,74.8666,-2.35689,-9.1172,2.83738,-101.038,7.40898,2.03718,-65.6728,-16.4262,7.95997,-109.31,7.29177,5.95804,-58.3704,-15.9055,-14.9807,-89.3232,15.2364,-16.3155,-82.208
,,,,,0.0870136,24.4287,14.4653,4.51674,26.0978,73.6146,3.86535,24.9447,21.9453,30.4943,25.4331,68.8946,29.82,21.2541,33.0836,68.9751,20.558,60.7827,68.5324,21.9313,15.8738,9.91514,23.2313,71.564,8.92997,27.3697,26.8312,47.055,27.205,66.7465,46.6308,17.0131,37.4196,84.1762,15.9484,56.647,83.7208,-7.35936,74.9683,277.633,3.04407,-84.31,385.918,-28.947,-23.6259,5.52024,21.003,-7.31347,-3.39949,33.0844,12.082,-1.97459,25.9016,74.8966,-2.35705,-9.06945,2.84352,-101.032,7.42357,2.02216,-65.6792,-16.4377,7.99463,-109.245,7.28201,5.96854,-58.372,-15.9201,-15.0184,-89.448,15.2322,-16.3217,-82.1889
,,,,,0.0889912,24.43,14.4647,4.52225,26.0991,73.6133,3.86544,24.9542,21.95,30.4985,25.4361,68.9004,29.8194,21.2594,33.0902,68.9746,20.5582,60.7915,68.532,21.9378,15.8785,9.92122,23.2325,71.5642,8.92767,27.3816,26.836,47.0576,27.2093,66.7568,46.6315,17.0138,37.4274,84.1736,15.9458,56.6547,83.7195,-7.28983,74.6554,277.101,3.05597,-84.4176,386.451,-28.8424,-23.5019,5.46629,20.997,-7.18271,-3.41803,33.056,12.0995,-1.97484,25.8651,74.8875,-2.35708,-9.1336,2.87797,-101.017,7.40401,2.0352,-65.6766,-16.4392,8.00319,-109.292,7.26616,5.97308,-58.3697,-15.9266,-15.0355,-89.4654,15.2368,-16.3317,-82.1729
,,,,,0.0909687,24.4312,14.4642,4.52786,26.1004,73.6119,3.86557,24.9636,21.9549,30.5026,25.4391,68.9062,29.8187,21.2646,33.0967,68.9741,20.5585,60.8002,68.5316,21.9445,15.8835,9.92742,23.2337,71.5643,8.92527,27.3932,26.8407,47.0601,27.2137,66.7672,46.6323,17.0146,37.4351,84.171,15.9432,56.6622,83.7183,-7.24863,74.5184,276.051,3.21533,-84.4113,387.073,-28.7435,-23.5249,5.51711,20.9852,-7.13009,-3.41765,33.0967,12.0959,-1.97463,25.8485,74.8757,-2.35707,-9.20073,2.91314,-101.001,7.38352,2.04898,-65.6739,-16.4404,8.01105,-109.341,7.25015,5.97747,-58.3674,-15.933,-15.052,-89.4799,15.2416,-16.3419,-82.1569
,,,,,0.0929463,24.4334,14.4632,4.53499,26.0983,73.6123,3.86358,24.9748,21.957,30.5072,25.4408,68.9128,29.8184,21.2674,33.1062,68.975,20.5581,60.812,68.531,21.9474,15.8819,9.93184,23.2326,71.5662,8.92482,27.411,26.8458,47.0649,27.2179,66.7775,46.632,17.007,37.4476,84.1693,15.9396,56.675,83.7176,-7.31277,74.3351,275.437,3.24178,-84.3415,387.608,-28.6806,-23.4649,5.45089,20.9391,-7.08282,-3.37264,33.0937,12.0955,-1.97464,25.8338,74.8564,-2.35704,-9.19397,2.94755,-101,7.37956,2.02391,-65.6746,-16.4498,8.03215,-109.345,7.23766,5.98547,-58.3634,-15.9462,-15.0886,-89.5084,15.2383,-16.3528,-82.1405
,,,,,0.0949239,24.4357,14.4622,4.54217,26.0962,73.6126,3.86153,24.986,21.959,30.5119,25.4426,68.9194,29.818,21.2702,33.1157,68.976,20.5577,60.8238,68.5305,21.9502,15.88,9.93621,23.2314,71.5683,8.92442,27.4289,26.8509,47.0697,27.222,66.7879,46.6316,16.9992,37.4603,84.1676,15.9361,56.6879,83.7169,-7.26718,74.1975,274.296,3.42481,-84.2923,388.394,-28.5576,-23.4215,5.46265,20.9515,-6.99139,-3.36764,33.1134,12.0971,-1.97456,25.8065,74.8486,-2.35706,-9.18516,2.98194,-100.999,7.37607,1.99776,-65.6754,-16.4595,8.0536,-109.348,7.22527,5.99357,-58.3593,-15.9597,-15.1258,-89.5374,15.2347,-16.3637,-82.124
,,,,,0.0969015,24.4376,14.4602,4.54544,26.0965,73.6114,3.86339,24.9895,21.9608,30.5127,25.443,68.9223,29.8162,21.2716,33.1229,68.9741,20.5575,60.8325,68.528,21.9549,15.8812,9.93897,23.2293,71.5668,8.92133,27.4316,26.8531,47.0689,27.2244,66.7942,46.6309,16.9997,37.4708,84.1649,15.934,56.6983,83.7133,-7.21953,73.8556,273.614,3.51852,-84.3991,389.277,-28.603,-23.3983,5.46863,20.9365,-6.96035,-3.38568,33.1262,12.0546,-1.9742,25.7945,74.8325,-2.35703,-9.22432,3.00235,-100.993,7.37593,1.99966,-65.6785,-16.4624,8.05128,-109.365,7.21313,6.00011,-58.3814,-15.9723,-15.1286,-89.5048,15.23,-16.3714,-82.1214
,,,,,0.0988791,24.4395,14.4581,4.54859,26.0969,73.6101,3.86537,24.9929,21.9626,30.5134,25.4434,68.925,29.8144,21.2729,33.1299,68.9722,20.5572,60.8412,68.5255,21.9597,15.8826,9.94168,23.2272,71.5652,8.91815,27.4338,26.8553,47.068,27.2268,66.8004,46.6301,17.0005,37.4813,84.1623,15.932,56.7086,83.7095,-7.20759,73.5462,273.087,3.67703,-84.4799,389.71,-28.4181,-23.3988,5.46384,21.0255,-6.92568,-3.35761,33.1429,12.1021,-1.97446,25.7836,74.8494,-2.3571,-9.26489,3.02235,-100.987,7.37588,2.00239,-65.6817,-16.465,8.04826,-109.383,7.20101,6.00661,-58.4044,-15.9849,-15.1304,-89.4703,15.2253,-16.3791,-82.1191
,,,,,0.100857,24.4408,14.4583,4.5533,26.0947,73.6138,3.86442,25.0004,21.9667,30.5176,25.4445,68.9299,29.8156,21.2757,33.1394,68.9732,20.557,60.8504,68.5257,21.9628,15.881,9.94542,23.2266,71.5661,8.92015,27.4449,26.8641,47.0726,27.2292,66.8085,46.6308,16.9975,37.4912,84.1609,15.9299,56.7185,83.7094,-7.11483,73.3413,272.281,3.97467,-84.4717,390.858,-28.321,-23.4139,5.43765,21.0726,-6.81967,-3.38153,33.1738,12.1068,-1.97435,25.7512,74.8456,-2.35714,-9.25518,3.03976,-100.975,7.41038,2.01493,-65.6916,-16.4794,8.05897,-109.375,7.19052,6.01141,-58.4152,-15.9889,-15.1518,-89.483,15.223,-16.3859,-82.0958
,,,,,0.102834,24.442,14.4586,4.55805,26.0924,73.6177,3.86338,25.0081,21.971,30.5219,25.4456,68.9349,29.817,21.2786,33.1489,68.9744,20.5567,60.8596,68.5261,21.9659,15.8793,9.94919,23.2261,71.5672,8.9223,27.4562,26.8731,47.0774,27.2317,66.8167,46.6316,16.9945,37.5011,84.1595,15.9277,56.7285,83.7094,-7.13771,73.2015,271.331,4.04075,-84.4272,391.129,-28.2654,-23.3655,5.43337,21.1185,-6.83623,-3.36469,33.1861,12.091,-1.97418,25.7543,74.8536,-2.35716,-9.24393,3.05709,-100.962,7.44589,2.02773,-65.7017,-16.4942,8.0701,-109.365,7.18007,6.01615,-58.4257,-15.9927,-15.1739,-89.4971,15.2207,-16.3927,-82.0718
,,,,,0.104812,24.4431,14.4586,4.56286,26.0919,73.6185,3.86268,25.0128,21.9739,30.5242,25.4478,68.9404,29.8165,21.2769,33.1576,68.9721,20.5562,60.8703,68.5244,21.9704,15.8808,9.95201,23.2263,71.5685,8.92121,27.4611,26.8772,47.0791,27.2356,66.8255,46.6315,16.9882,37.5129,84.1544,15.9242,56.7405,83.7066,-7.13485,73.014,269.861,4.04066,-84.5976,392.693,-28.149,-23.3527,5.41199,21.0299,-6.83284,-3.33764,33.2281,12.0775,-1.9739,25.7465,74.8095,-2.35704,-9.26269,3.08845,-100.962,7.44891,2.01776,-65.7009,-16.4984,8.07075,-109.367,7.16874,6.02171,-58.4203,-16.0065,-15.1909,-89.4564,15.2171,-16.4042,-82.0617
,,,,,0.106789,24.4443,14.4587,4.56768,26.0913,73.6193,3.86198,25.0173,21.9768,30.5263,25.4501,68.9458,29.8159,21.275,33.1662,68.9697,20.5557,60.881,68.5226,21.9748,15.8824,9.9548,23.2264,71.5698,8.92002,27.4657,26.8812,47.0808,27.2395,66.8343,46.6314,16.9819,37.5248,84.1492,15.9207,56.7526,83.7037,-7.08926,72.7916,269.079,4.20423,-84.654,393.5,-28.0817,-23.3302,5.40698,21.0833,-6.70873,-3.32771,33.2449,12.0722,-1.97378,25.7114,74.8121,-2.3571,-9.28244,3.12026,-100.962,7.45091,2.00708,-65.6998,-16.5022,8.07108,-109.369,7.15737,6.02728,-58.4143,-16.0206,-15.2077,-89.414,15.2134,-16.4158,-82.0521
,,,,,0.108767,24.4456,14.4585,4.57079,26.0916,73.6181,3.86209,25.0285,21.9791,30.5302,25.4503,68.9483,29.814,21.2815,33.1719,68.9696,20.5557,60.8868,68.52,21.9786,15.8828,9.95953,23.2249,71.5703,8.9178,27.4828,26.885,47.084,27.2412,66.8383,46.6297,16.981,37.5317,84.1468,15.9195,56.7595,83.7004,-7.08789,72.4797,268.903,4.32272,-84.6973,394.113,-27.9816,-23.2396,5.39603,21.0732,-6.65424,-3.35593,33.2169,12.1025,-1.97412,25.6948,74.8012,-2.3571,-9.29158,3.13741,-100.953,7.43105,1.99746,-65.6983,-16.5077,8.09051,-109.36,7.152,6.03212,-58.4221,-16.0274,-15.2343,-89.4481,15.2098,-16.4208,-82.0433
,,,,,0.110745,24.4469,14.4583,4.57385,26.0919,73.6169,3.86223,25.0399,21.9813,30.5342,25.4505,68.9506,29.8121,21.2883,33.1774,68.9696,20.5557,60.8923,68.5174,21.9825,15.8831,9.96432,23.2233,71.5708,8.91555,27.5004,26.8887,47.0873,27.2428,66.8421,46.6281,16.9804,37.5385,84.1446,15.9184,56.7663,83.6971,-7.0189,72.1605,268.191,4.60965,-84.8221,394.742,-27.9101,-23.1504,5.37461,21.1132,-6.6849,-3.30715,33.2067,12.1015,-1.97416,25.7,74.8028,-2.35709,-9.30036,3.15408,-100.944,7.41044,1.98786,-65.6968,-16.5132,8.11055,-109.351,7.14683,6.03694,-58.4303,-16.034,-15.2613,-89.4848,15.2063,-16.4255,-82.0346
,,,,,0.112722,24.4485,14.4575,4.57876,26.0923,73.6172,3.86126,25.0468,21.9849,30.5385,25.4542,68.9511,29.8099,21.2914,33.1842,68.9685,20.555,60.8987,68.5162,21.986,15.886,9.97104,23.2269,71.5675,8.91116,27.5099,26.893,47.0897,27.2466,66.8455,46.6277,16.979,37.547,84.141,15.9145,56.7747,83.6955,-7.01668,71.9744,266.713,4.5281,-84.9508,396.064,-27.7777,-23.1849,5.35958,21.1315,-6.60315,-3.32936,33.2673,12.0936,-1.97383,25.6737,74.7896,-2.3571,-9.3386,3.18388,-100.933,7.46056,2.00627,-65.6952,-16.517,8.12,-109.371,7.13605,6.03661,-58.4542,-16.0425,-15.278,-89.4881,15.1997,-16.437,-82.0217
,,,,,0.1147,24.4501,14.4567,4.58374,26.0927,73.6175,3.86024,25.0535,21.9886,30.5428,25.458,68.9514,29.8077,21.2944,33.1909,68.9673,20.5542,60.9051,68.5152,21.9896,15.8889,9.97783,23.2307,71.5641,8.90669,27.5192,26.8972,47.092,27.2504,66.849,46.6273,16.9777,37.5555,84.1374,15.9105,56.7831,83.6939,-7.10351,71.5057,265.934,4.63583,-84.9905,397.027,-27.7578,-23.0882,5.34508,21.1405,-6.65197,-3.33505,33.2564,12.0705,-1.97372,25.6819,74.7789,-2.35705,-9.37783,3.21412,-100.922,7.51315,2.02566,-65.6937,-16.5207,8.12909,-109.392,7.12508,6.0361,-58.4788,-16.051,-15.2944,-89.4901,15.1929,-16.4487,-82.0086
,,,,,0.116677,24.4527,14.4575,4.5882,26.09,73.6182,3.86002,25.0601,21.9909,30.5443,25.4574,68.9575,29.8075,21.2952,33.1992,68.9656,20.5528,60.9144,68.5144,21.9942,15.8886,9.97935,23.2268,71.569,8.90761,27.5273,26.9017,47.0934,27.2524,66.856,46.6262,16.9734,37.5664,84.1335,15.9068,56.794,83.6935,-6.99331,71.3704,265.661,4.72452,-85.1683,397.724,-27.6251,-23.0786,5.39912,21.133,-6.60753,-3.3149,33.262,12.1097,-1.97397,25.6678,74.7677,-2.35704,-9.3658,3.24555,-100.928,7.4772,2.01126,-65.7081,-16.5275,8.13392,-109.378,7.12218,6.0452,-58.4605,-16.0623,-15.3128,-89.4818,15.1871,-16.4566,-82.0176
,,,,,0.118655,24.4554,14.4585,4.59263,26.0872,73.619,3.85983,25.0666,21.9932,30.5456,25.4566,68.9638,29.8073,21.2959,33.2075,68.9638,20.5514,60.9239,68.5137,21.9988,15.8882,9.98069,23.2227,71.5742,8.90872,27.5354,26.9062,47.0948,27.2543,66.8633,46.625,16.969,37.5773,84.1295,15.9031,56.8051,83.6931,-6.90728,71.0943,264.546,4.69855,-85.272,398.356,-27.6009,-23.0235,5.32896,21.2148,-6.66572,-3.30921,33.2776,12.075,-1.97365,25.6798,74.7798,-2.35706,-9.35195,3.27702,-100.935,7.4381,1.99569,-65.7231,-16.5345,8.1386,-109.363,7.11958,6.05464,-58.4406,-16.0738,-15.3313,-89.4732,15.1812,-16.4644,-82.0274
,,,,,0.120632,24.4572,14.4587,4.59581,26.0867,73.619,3.85869,25.0729,21.9954,30.5485,25.4579,68.97,29.8062,21.2974,33.2139,68.9634,20.5513,60.9324,68.5109,22.003,15.8868,9.98445,23.222,71.5755,8.90804,27.5434,26.9111,47.097,27.2571,66.8732,46.6236,16.9659,37.5848,84.1274,15.901,56.8126,83.6893,-6.96993,70.8488,264.096,4.55567,-85.4203,399.789,-27.467,-22.9853,5.31301,21.2674,-6.51463,-3.36721,33.278,12.1078,-1.97388,25.6359,74.7738,-2.35711,-9.33766,3.28969,-100.935,7.42097,1.99338,-65.7194,-16.5441,8.14398,-109.35,7.10696,6.06004,-58.4341,-16.0791,-15.3479,-89.4506,15.1856,-16.4718,-82.0173
,,,,,0.12261,24.4591,14.4588,4.59893,26.0862,73.619,3.8575,25.0793,21.9976,30.5514,25.4592,68.9761,29.8051,21.2989,33.2204,68.9631,20.5513,60.9409,68.5081,22.0073,15.8855,9.9883,23.2216,71.5768,8.90731,27.5514,26.9162,47.0992,27.2599,66.8832,46.6222,16.9629,37.5922,84.1253,15.899,56.82,83.6855,-6.97751,70.5988,262.811,4.53412,-85.6774,401.085,-27.3176,-22.9632,5.30844,21.3507,-6.43489,-3.35053,33.312,12.1139,-1.97377,25.6108,74.7774,-2.35716,-9.32335,3.30167,-100.935,7.40465,1.99155,-65.7151,-16.5539,8.14939,-109.338,7.09398,6.06529,-58.428,-16.0843,-15.3645,-89.4274,15.1903,-16.4792,-82.0065
,,,,,0.124588,24.462,14.4596,4.60447,26.0878,73.619,3.85894,25.0882,22.0008,30.5562,25.4616,68.982,29.8041,21.3042,33.2282,68.9626,20.553,60.9517,68.5067,22.0108,15.8884,9.99529,23.2203,71.5768,8.90625,27.5646,26.9196,47.1021,27.2652,66.8939,46.6212,16.9627,37.6031,84.1224,15.8982,56.8309,83.6838,-6.94944,70.3327,262.522,4.59306,-85.8136,401.642,-27.3013,-22.9296,5.31962,21.393,-6.55385,-3.31758,33.309,12.1087,-1.97374,25.6382,74.7806,-2.35713,-9.33886,3.32615,-100.935,7.39748,1.98072,-65.7137,-16.5563,8.16428,-109.353,7.07803,6.07521,-58.4473,-16.0973,-15.3844,-89.4472,15.1904,-16.4878,-81.9789
,,,,,0.126565,24.465,14.4605,4.6101,26.0896,73.619,3.86048,25.0972,22.004,30.561,25.464,68.9879,29.8031,21.3097,33.236,68.962,20.5547,60.9625,68.5053,22.0143,15.8915,10.0024,23.219,71.5768,8.90519,27.5781,26.923,47.105,27.2705,66.9046,46.6202,16.9627,37.614,84.1194,15.8974,56.8418,83.6823,-6.90782,70.1267,261.745,4.50088,-86.1371,403.287,-27.2045,-22.8629,5.30963,21.4176,-6.64421,-3.31732,33.3095,12.1147,-1.97378,25.654,74.765,-2.35706,-9.3555,3.3511,-100.935,7.39064,1.96954,-65.7123,-16.5585,8.17954,-109.37,7.06197,6.08531,-58.4676,-16.1106,-15.4044,-89.4686,15.1902,-16.4964,-81.9506
,,,,,0.128543,24.4661,14.462,4.61387,26.0876,73.6199,3.85831,25.1059,22.0054,30.563,25.4671,68.9904,29.8021,21.3114,33.2435,68.9602,20.5541,60.9708,68.5061,22.0207,15.8909,10.0045,23.2216,71.5766,8.90107,27.5887,26.9258,47.1069,27.2742,66.9092,46.6218,16.9583,37.6246,84.115,15.8938,56.8526,83.6825,-6.83982,69.9222,260.79,4.50135,-86.3776,404.256,-27.1303,-22.9196,5.30042,21.5016,-6.61023,-3.36281,33.3631,12.1052,-1.97347,25.6416,74.773,-2.3571,-9.34335,3.36918,-100.937,7.42606,1.98128,-65.7167,-16.5635,8.18546,-109.317,7.05366,6.08608,-58.4961,-16.1242,-15.4266,-89.4718,15.182,-16.5076,-81.9446
,,,,,0.13052,24.4671,14.4636,4.61757,26.0855,73.6209,3.856,25.1146,22.0066,30.5648,25.4704,68.9927,29.8012,21.313,33.2509,68.9583,20.5533,60.9789,68.507,22.0272,15.8902,10.0065,23.2244,71.5764,8.89684,27.5991,26.9287,47.1087,27.2778,66.9136,46.6235,16.9536,37.6352,84.1105,15.8901,56.8633,83.6828,-7.03532,69.7179,260.096,4.34121,-86.5779,404.893,-27.0221,-22.8525,5.28488,21.5536,-6.62467,-3.31837,33.3607,12.119,-1.97358,25.6426,74.7775,-2.35711,-9.33006,3.38698,-100.939,7.46314,1.99391,-65.7213,-16.5686,8.19102,-109.263,7.04565,6.08648,-58.5249,-16.1379,-15.449,-89.4743,15.1734,-16.5188,-81.9396
,,,,,0.132498,24.4697,14.4609,4.62282,26.0846,73.6226,3.85581,25.122,22.0087,30.5674,25.4731,68.9987,29.7986,21.3166,33.258,68.9567,20.5549,60.9878,68.5053,22.0295,15.8906,10.0096,23.2245,71.5801,8.89218,27.6106,26.9321,47.1109,27.2827,66.9213,46.6225,16.9518,37.6449,84.1063,15.8893,56.8731,83.6806,-6.97046,69.4919,259.136,4.16927,-86.9695,406.318,-26.9488,-22.7988,5.27439,21.6806,-6.57147,-3.34892,33.3725,12.1089,-1.97346,25.6238,74.7901,-2.35718,-9.36335,3.42785,-100.925,7.46075,1.98798,-65.7276,-16.5733,8.20444,-109.293,7.03905,6.09306,-58.5098,-16.1495,-15.4691,-89.4824,15.1708,-16.5273,-81.9168
,,,,,0.134476,24.4723,14.4581,4.62813,26.0837,73.6243,3.85572,25.1293,22.0107,30.57,25.4759,69.0047,29.7959,21.3203,33.2651,68.9551,20.5566,60.9968,68.5035,22.0316,15.891,10.0127,23.2245,71.584,8.88751,27.6222,26.9355,47.113,27.2876,66.9291,46.6215,16.95,37.6545,84.1021,15.8887,56.8829,83.6783,-6.88083,69.1787,258.207,4.29623,-87.104,407.17,-26.8109,-22.7219,5.24823,21.734,-6.69306,-3.30859,33.3744,12.1248,-1.97356,25.6503,74.792,-2.35714,-9.3986,3.46966,-100.911,7.45673,1.98128,-65.7339,-16.5779,8.21817,-109.327,7.03251,6.09988,-58.4929,-16.161,-15.4892,-89.4908,15.1685,-16.5356,-81.8932
,,,,,0.136453,24.4739,14.4577,4.6315,26.0866,73.6234,3.85663,25.1365,22.0119,30.5737,25.4774,69.0059,29.7967,21.3225,33.2712,68.9548,20.5557,61.0039,68.5013,22.0358,15.8902,10.0176,23.2246,71.5803,8.89064,27.6318,26.9383,47.1157,27.2902,66.9343,46.6204,16.9471,37.6629,84.0997,15.8855,56.8912,83.6753,-7.00581,68.9939,257.977,4.26833,-87.3993,408.49,-26.8273,-22.6694,5.27006,21.7437,-6.67088,-3.27628,33.362,12.1093,-1.97351,25.6396,74.7772,-2.35712,-9.39552,3.48186,-100.908,7.4637,1.9898,-65.73,-16.584,8.22625,-109.312,7.01998,6.10446,-58.519,-16.1711,-15.5077,-89.4843,15.1647,-16.5447,-81.8978
